idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
33,1991-07-11,Mato Grosso do Sul,1887,Doutorado,0,Solteiro(a),Saúde
27,1997-04-25,Maranhão,29876,Ensino Superior,0,Solteiro(a),Engenharia
29,1995-07-17,Goiás,12691,Pós-Graduação,3,Viúvo(a),Educação
29,1994-11-27,Acre,4846,Pós-Graduação,4,Divorciado(a),Educação
38,1986-07-11,Amazonas,14227,Ensino Fundamental,2,Casado(a),Engenharia
34,1990-02-24,Ceará,9779,Mestrado,3,Divorciado(a),Engenharia
44,1979-11-20,Alagoas,13164,Doutorado,4,Solteiro(a),Marketing
59,1965-07-11,Distrito Federal,7998,Mestrado,1,Viúvo(a),Tecnologia
25,1998-09-08,Mato Grosso do Sul,21390,Ensino Médio,2,Solteiro(a),Saúde
51,1972-09-14,Ceará,15927,Ensino Fundamental,1,Casado(a),Administração
30,1994-03-19,Goiás,26207,Mestrado,2,Solteiro(a),Tecnologia
53,1971-06-10,Rio Grande do Norte,15534,Ensino Superior,2,Solteiro(a),Saúde
41,1983-04-15,Mato Grosso,21016,Ensino Superior,3,Viúvo(a),Engenharia
47,1977-04-30,Rio Grande do Sul,22424,Doutorado,0,Divorciado(a),Educação
25,1999-07-02,Roraima,23139,Mestrado,2,Viúvo(a),Tecnologia
35,1988-12-20,Rio Grande do Sul,13985,Ensino Fundamental,2,Casado(a),Educação
44,1980-02-16,Amapá,23219,Ensino Fundamental,1,Viúvo(a),Administração
49,1975-08-11,Rio Grande do Sul,19164,Pós-Graduação,2,Viúvo(a),Engenharia
31,1993-01-27,Santa Catarina,11332,Mestrado,1,Divorciado(a),Marketing
25,1998-12-02,Goiás,7650,Ensino Superior,0,Divorciado(a),Administração
26,1997-08-24,Acre,13288,Doutorado,2,Viúvo(a),Marketing
48,1976-07-10,Rio Grande do Norte,11335,Pós-Graduação,3,Viúvo(a),Marketing
58,1966-02-08,Rio Grande do Sul,16248,Ensino Médio,2,Solteiro(a),Marketing
38,1985-10-12,Paraíba,13692,Pós-Graduação,2,Divorciado(a),Engenharia
49,1975-02-25,Alagoas,8086,Pós-Graduação,1,Solteiro(a),Educação
42,1981-10-22,Roraima,4007,Mestrado,4,Viúvo(a),Saúde
35,1988-09-09,Rio de Janeiro,3039,Ensino Fundamental,2,Viúvo(a),Educação
19,2004-11-22,Minas Gerais,4354,Doutorado,3,Viúvo(a),Engenharia
31,1993-03-18,Roraima,1885,Mestrado,0,Divorciado(a),Engenharia
29,1995-04-05,São Paulo,8053,Ensino Fundamental,0,Viúvo(a),Administração
56,1968-08-06,Distrito Federal,22933,Doutorado,1,Divorciado(a),Saúde
44,1979-10-28,Rio de Janeiro,21677,Ensino Fundamental,0,Divorciado(a),Saúde
25,1999-02-08,Pernambuco,14477,Ensino Médio,1,Casado(a),Tecnologia
36,1987-12-03,Rondônia,16336,Ensino Superior,3,Casado(a),Administração
38,1985-10-29,Sergipe,12237,Ensino Superior,0,Viúvo(a),Saúde
33,1990-11-09,Distrito Federal,17394,Doutorado,0,Casado(a),Engenharia
23,2001-01-30,Goiás,13024,Ensino Fundamental,3,Solteiro(a),Administração
42,1982-04-10,Sergipe,7481,Mestrado,2,Divorciado(a),Engenharia
33,1990-09-06,Rio Grande do Norte,10133,Mestrado,1,Divorciado(a),Administração
50,1974-08-09,Rondônia,16760,Mestrado,3,Casado(a),Educação
53,1970-09-13,Ceará,25531,Mestrado,0,Viúvo(a),Saúde
57,1967-04-26,Tocantins,19521,Pós-Graduação,3,Solteiro(a),Saúde
29,1994-11-14,Bahia,11680,Pós-Graduação,4,Casado(a),Marketing
27,1996-10-06,Sergipe,7420,Ensino Médio,2,Solteiro(a),Educação
48,1976-07-01,Rio Grande do Sul,21328,Mestrado,0,Divorciado(a),Marketing
50,1974-04-14,Roraima,2933,Ensino Superior,1,Solteiro(a),Marketing
21,2003-05-29,Amapá,1750,Ensino Médio,3,Casado(a),Engenharia
46,1977-10-27,Espírito Santo,4475,Mestrado,4,Casado(a),Saúde
29,1995-01-09,Paraná,21762,Ensino Superior,2,Divorciado(a),Educação
44,1980-02-05,Mato Grosso do Sul,27805,Ensino Superior,1,Divorciado(a),Saúde
48,1976-06-07,Goiás,6955,Ensino Superior,1,Viúvo(a),Engenharia
59,1965-03-10,Goiás,21397,Ensino Fundamental,3,Viúvo(a),Educação
56,1967-11-20,Ceará,8631,Pós-Graduação,1,Divorciado(a),Marketing
46,1978-06-02,Piauí,26029,Doutorado,2,Casado(a),Tecnologia
31,1992-10-21,Maranhão,21299,Ensino Médio,1,Viúvo(a),Saúde
56,1967-12-28,Pernambuco,27251,Ensino Médio,4,Divorciado(a),Administração
54,1969-11-08,Rio Grande do Norte,4663,Ensino Fundamental,1,Casado(a),Saúde
31,1993-03-20,Amazonas,22617,Mestrado,2,Viúvo(a),Educação
54,1969-09-14,Maranhão,18391,Ensino Fundamental,3,Casado(a),Engenharia
34,1990-02-09,Espírito Santo,3947,Doutorado,1,Viúvo(a),Tecnologia
51,1972-10-12,São Paulo,24316,Doutorado,2,Casado(a),Administração
23,2001-05-24,Espírito Santo,4700,Mestrado,3,Casado(a),Saúde
36,1988-06-28,Maranhão,16209,Doutorado,3,Divorciado(a),Saúde
38,1985-09-20,Roraima,28353,Doutorado,0,Casado(a),Administração
25,1999-05-04,São Paulo,23169,Ensino Médio,4,Viúvo(a),Tecnologia
27,1997-04-14,Pernambuco,17418,Ensino Médio,0,Casado(a),Marketing
57,1966-12-27,São Paulo,29631,Doutorado,3,Casado(a),Marketing
32,1992-05-05,Mato Grosso,22122,Pós-Graduação,3,Viúvo(a),Engenharia
25,1998-10-10,Ceará,16969,Ensino Fundamental,3,Divorciado(a),Tecnologia
57,1967-07-20,Rio de Janeiro,17024,Mestrado,0,Viúvo(a),Marketing
23,2001-06-29,Rio Grande do Norte,2042,Mestrado,4,Solteiro(a),Marketing
23,2000-09-03,Tocantins,3421,Doutorado,2,Divorciado(a),Engenharia
44,1979-12-17,Tocantins,15200,Ensino Superior,2,Viúvo(a),Tecnologia
53,1971-04-24,Amazonas,3067,Ensino Superior,3,Divorciado(a),Marketing
37,1986-12-15,Goiás,27356,Ensino Fundamental,2,Divorciado(a),Saúde
38,1985-10-18,Alagoas,29002,Ensino Fundamental,4,Casado(a),Administração
35,1989-03-23,Distrito Federal,16180,Ensino Médio,2,Viúvo(a),Saúde
48,1975-09-13,Espírito Santo,13851,Ensino Fundamental,4,Divorciado(a),Saúde
23,2001-07-02,Rio Grande do Norte,15525,Ensino Médio,1,Divorciado(a),Saúde
32,1991-10-18,Espírito Santo,14759,Mestrado,1,Viúvo(a),Tecnologia
35,1988-09-24,Roraima,24812,Ensino Fundamental,4,Viúvo(a),Marketing
55,1969-04-01,Pernambuco,6534,Ensino Superior,1,Divorciado(a),Marketing
27,1997-05-25,Minas Gerais,6728,Ensino Fundamental,2,Solteiro(a),Administração
46,1978-08-06,Amazonas,14196,Ensino Médio,4,Viúvo(a),Engenharia
48,1976-06-05,Distrito Federal,15363,Doutorado,1,Viúvo(a),Engenharia
46,1978-04-10,Minas Gerais,2319,Pós-Graduação,1,Divorciado(a),Tecnologia
36,1987-12-28,Rio Grande do Sul,2060,Ensino Superior,4,Viúvo(a),Educação
55,1968-09-08,Espírito Santo,6339,Doutorado,2,Viúvo(a),Saúde
24,1999-10-13,Santa Catarina,3127,Ensino Superior,0,Solteiro(a),Saúde
38,1986-05-11,Goiás,11401,Pós-Graduação,2,Casado(a),Administração
48,1976-06-01,Minas Gerais,26747,Ensino Fundamental,4,Viúvo(a),Educação
45,1979-03-12,Acre,25672,Pós-Graduação,0,Solteiro(a),Administração
38,1985-12-10,Pará,23087,Ensino Médio,1,Solteiro(a),Tecnologia
45,1979-07-08,Mato Grosso,27519,Doutorado,1,Viúvo(a),Administração
19,2005-08-11,Espírito Santo,16094,Ensino Superior,2,Viúvo(a),Administração
58,1965-10-02,Amazonas,21962,Ensino Médio,2,Viúvo(a),Tecnologia
50,1974-08-04,Goiás,21263,Ensino Médio,4,Solteiro(a),Marketing
26,1998-06-23,Paraná,22388,Pós-Graduação,4,Divorciado(a),Saúde
60,1964-04-02,Bahia,26734,Ensino Superior,4,Casado(a),Educação
18,2006-01-25,Espírito Santo,12285,Ensino Superior,2,Viúvo(a),Engenharia
28,1995-11-27,Distrito Federal,23929,Ensino Médio,2,Divorciado(a),Saúde
36,1988-02-06,Paraná,28941,Pós-Graduação,2,Divorciado(a),Engenharia
39,1984-12-04,Paraná,16767,Doutorado,2,Viúvo(a),Marketing
36,1988-04-04,Espírito Santo,17761,Ensino Médio,0,Divorciado(a),Engenharia
34,1989-08-23,Rio Grande do Norte,24555,Pós-Graduação,1,Solteiro(a),Saúde
32,1992-05-16,Santa Catarina,18856,Ensino Superior,0,Viúvo(a),Tecnologia
21,2003-05-11,São Paulo,3206,Ensino Fundamental,1,Solteiro(a),Marketing
45,1979-04-15,Tocantins,3289,Pós-Graduação,3,Solteiro(a),Saúde
58,1965-09-29,Acre,23340,Ensino Superior,4,Divorciado(a),Administração
42,1981-09-26,Paraná,13413,Ensino Fundamental,4,Casado(a),Marketing
46,1978-08-17,Mato Grosso,3631,Pós-Graduação,2,Viúvo(a),Saúde
46,1977-11-28,Rio Grande do Norte,7999,Ensino Médio,1,Solteiro(a),Saúde
23,2000-11-23,Bahia,11881,Doutorado,2,Viúvo(a),Saúde
21,2003-04-25,Roraima,29418,Ensino Superior,4,Solteiro(a),Tecnologia
53,1971-01-22,Maranhão,28842,Ensino Médio,1,Viúvo(a),Saúde
33,1991-01-13,Rondônia,6572,Ensino Superior,3,Solteiro(a),Tecnologia
37,1987-01-03,Mato Grosso,2334,Pós-Graduação,3,Casado(a),Tecnologia
28,1996-01-13,Santa Catarina,20175,Pós-Graduação,4,Solteiro(a),Marketing
55,1968-09-01,Rio Grande do Norte,9870,Pós-Graduação,1,Viúvo(a),Tecnologia
26,1998-06-15,Piauí,9345,Mestrado,1,Divorciado(a),Engenharia
48,1976-06-10,Ceará,12757,Mestrado,3,Solteiro(a),Engenharia
23,2000-09-18,Pernambuco,1504,Pós-Graduação,1,Solteiro(a),Saúde
32,1991-09-13,Rio de Janeiro,12234,Doutorado,0,Divorciado(a),Saúde
53,1971-08-19,Pará,23395,Pós-Graduação,2,Divorciado(a),Saúde
24,1999-08-26,Goiás,21467,Doutorado,1,Casado(a),Tecnologia
22,2002-05-26,Ceará,28961,Doutorado,1,Solteiro(a),Saúde
45,1979-06-10,Sergipe,24781,Ensino Superior,0,Viúvo(a),Administração
60,1964-01-28,Paraíba,25937,Pós-Graduação,2,Casado(a),Marketing
43,1981-05-18,Amazonas,9258,Ensino Médio,4,Viúvo(a),Educação
47,1977-08-03,Pernambuco,20714,Pós-Graduação,1,Viúvo(a),Engenharia
27,1997-02-16,Amazonas,13993,Ensino Superior,1,Viúvo(a),Educação
27,1997-07-24,Roraima,4646,Ensino Superior,2,Solteiro(a),Educação
55,1968-11-10,Mato Grosso do Sul,24226,Ensino Médio,0,Divorciado(a),Educação
58,1966-07-05,Rio Grande do Norte,25193,Doutorado,2,Divorciado(a),Marketing
25,1999-05-04,Rondônia,20340,Ensino Fundamental,3,Casado(a),Engenharia
35,1988-11-10,Goiás,18862,Doutorado,2,Casado(a),Saúde
39,1985-01-23,Rondônia,15590,Ensino Fundamental,0,Solteiro(a),Educação
19,2005-01-12,Maranhão,17636,Pós-Graduação,2,Viúvo(a),Marketing
29,1995-06-17,Acre,27612,Pós-Graduação,1,Divorciado(a),Educação
57,1966-10-16,Rondônia,21940,Ensino Superior,2,Viúvo(a),Engenharia
53,1970-10-12,Goiás,14942,Mestrado,4,Divorciado(a),Administração
45,1978-09-25,Tocantins,2094,Pós-Graduação,3,Solteiro(a),Educação
49,1974-10-25,Piauí,18694,Pós-Graduação,4,Divorciado(a),Tecnologia
37,1986-09-19,Pará,17847,Ensino Superior,3,Divorciado(a),Marketing
42,1982-07-08,Bahia,14904,Pós-Graduação,4,Casado(a),Tecnologia
43,1980-10-14,Goiás,15387,Ensino Fundamental,2,Viúvo(a),Educação
34,1989-10-04,Minas Gerais,27534,Ensino Fundamental,4,Viúvo(a),Administração
48,1976-01-02,Mato Grosso,29210,Pós-Graduação,2,Casado(a),Engenharia
44,1979-12-28,Bahia,21655,Doutorado,1,Solteiro(a),Saúde
32,1991-11-11,Piauí,13994,Ensino Médio,1,Casado(a),Tecnologia
34,1990-05-22,Bahia,24378,Doutorado,4,Viúvo(a),Administração
37,1987-05-29,Minas Gerais,27196,Pós-Graduação,3,Viúvo(a),Administração
29,1995-06-25,Amazonas,11187,Ensino Médio,0,Divorciado(a),Engenharia
58,1966-02-07,Pernambuco,26854,Ensino Fundamental,2,Casado(a),Administração
19,2004-09-04,Pernambuco,9929,Mestrado,0,Casado(a),Educação
43,1981-03-22,Goiás,26870,Ensino Fundamental,0,Solteiro(a),Administração
32,1991-10-25,Distrito Federal,13914,Pós-Graduação,1,Viúvo(a),Engenharia
55,1969-03-07,Rondônia,28518,Mestrado,4,Solteiro(a),Marketing
23,2000-12-07,Rio Grande do Sul,13229,Ensino Fundamental,1,Solteiro(a),Engenharia
59,1965-04-09,Bahia,8421,Doutorado,1,Divorciado(a),Tecnologia
38,1985-10-25,Rondônia,28490,Doutorado,2,Solteiro(a),Saúde
55,1969-03-26,São Paulo,16766,Ensino Superior,2,Solteiro(a),Tecnologia
27,1997-01-11,Sergipe,15082,Ensino Fundamental,1,Solteiro(a),Administração
35,1989-03-22,Pará,18321,Ensino Superior,2,Solteiro(a),Saúde
27,1996-11-02,Rio Grande do Sul,20162,Pós-Graduação,3,Viúvo(a),Saúde
18,2005-11-22,Pernambuco,2666,Ensino Médio,1,Viúvo(a),Marketing
38,1986-04-28,Mato Grosso,10407,Ensino Superior,3,Divorciado(a),Marketing
33,1990-12-30,Amapá,8371,Ensino Médio,0,Casado(a),Administração
56,1968-06-09,Ceará,15868,Ensino Superior,3,Solteiro(a),Administração
50,1974-01-10,Maranhão,2468,Doutorado,0,Divorciado(a),Administração
56,1968-05-03,Sergipe,10808,Ensino Fundamental,4,Casado(a),Marketing
23,2000-11-28,São Paulo,14216,Mestrado,0,Casado(a),Marketing
48,1976-05-28,Alagoas,28219,Ensino Superior,3,Viúvo(a),Engenharia
58,1965-09-30,Distrito Federal,10513,Pós-Graduação,4,Divorciado(a),Engenharia
50,1973-11-19,Acre,20729,Ensino Superior,3,Solteiro(a),Tecnologia
46,1977-10-23,Ceará,25142,Ensino Médio,4,Solteiro(a),Engenharia
51,1973-01-17,Paraná,2136,Ensino Médio,4,Viúvo(a),Tecnologia
22,2002-04-07,Pará,2738,Ensino Fundamental,0,Viúvo(a),Marketing
30,1993-12-06,Amapá,21386,Ensino Fundamental,3,Viúvo(a),Saúde
39,1985-04-09,Rio Grande do Norte,20305,Ensino Fundamental,4,Casado(a),Engenharia
25,1999-07-02,Pará,13736,Doutorado,2,Solteiro(a),Engenharia
52,1971-10-14,Amazonas,8858,Mestrado,2,Viúvo(a),Saúde
33,1991-06-19,Distrito Federal,28994,Mestrado,1,Divorciado(a),Marketing
44,1980-06-20,Amazonas,21304,Ensino Fundamental,3,Divorciado(a),Administração
37,1986-11-17,Bahia,8593,Ensino Fundamental,2,Casado(a),Engenharia
24,1999-09-25,Rio Grande do Norte,5850,Ensino Médio,2,Casado(a),Administração
41,1982-09-27,Tocantins,28274,Ensino Médio,2,Solteiro(a),Engenharia
60,1964-04-06,Amazonas,24789,Mestrado,0,Divorciado(a),Tecnologia
37,1987-05-04,Tocantins,28583,Pós-Graduação,0,Casado(a),Saúde
26,1998-05-07,Minas Gerais,22356,Ensino Superior,3,Divorciado(a),Administração
27,1996-09-28,Roraima,13030,Pós-Graduação,4,Viúvo(a),Educação
59,1965-03-24,Roraima,24928,Ensino Fundamental,4,Solteiro(a),Marketing
38,1986-04-12,Paraíba,6290,Ensino Médio,2,Solteiro(a),Saúde
28,1996-06-10,Rio Grande do Norte,7981,Mestrado,3,Viúvo(a),Saúde
60,1964-01-26,Distrito Federal,18002,Ensino Médio,1,Divorciado(a),Engenharia
42,1982-02-19,Roraima,7879,Ensino Fundamental,1,Viúvo(a),Saúde
48,1976-02-29,Sergipe,8895,Ensino Fundamental,4,Divorciado(a),Saúde
35,1989-01-30,Rondônia,29832,Ensino Médio,1,Divorciado(a),Tecnologia
42,1982-01-30,Minas Gerais,28114,Pós-Graduação,3,Casado(a),Educação
38,1986-04-26,Distrito Federal,20994,Pós-Graduação,2,Solteiro(a),Saúde
36,1987-10-05,Paraná,23726,Ensino Médio,1,Casado(a),Tecnologia
51,1973-07-30,Sergipe,12544,Ensino Superior,3,Divorciado(a),Engenharia
57,1967-03-24,Acre,4619,Mestrado,0,Divorciado(a),Educação
41,1983-06-23,Rondônia,24966,Pós-Graduação,2,Viúvo(a),Saúde
25,1999-05-07,Distrito Federal,2300,Doutorado,4,Solteiro(a),Marketing
45,1979-02-28,Amazonas,9426,Doutorado,2,Viúvo(a),Saúde
54,1970-03-05,Distrito Federal,2808,Pós-Graduação,2,Casado(a),Educação
22,2001-12-16,Alagoas,21702,Ensino Superior,3,Solteiro(a),Marketing
45,1979-07-11,Roraima,23579,Ensino Fundamental,2,Viúvo(a),Administração
49,1975-08-06,Amazonas,11534,Mestrado,2,Divorciado(a),Tecnologia
56,1967-12-14,Ceará,11811,Mestrado,4,Viúvo(a),Engenharia
52,1971-11-10,Roraima,27031,Pós-Graduação,2,Casado(a),Educação
52,1972-07-17,Sergipe,21291,Ensino Fundamental,0,Casado(a),Marketing
26,1997-12-28,Amazonas,18217,Pós-Graduação,1,Casado(a),Engenharia
27,1997-03-02,Sergipe,6585,Mestrado,4,Solteiro(a),Administração
37,1987-05-24,Ceará,17128,Ensino Superior,4,Casado(a),Saúde
45,1979-01-11,Minas Gerais,24238,Pós-Graduação,0,Viúvo(a),Tecnologia
31,1992-09-19,Tocantins,25386,Ensino Superior,3,Casado(a),Administração
20,2004-05-12,Espírito Santo,28968,Pós-Graduação,1,Solteiro(a),Educação
20,2004-04-20,Distrito Federal,28051,Pós-Graduação,1,Viúvo(a),Engenharia
18,2006-04-13,Paraná,21434,Ensino Médio,0,Casado(a),Engenharia
18,2006-03-23,Santa Catarina,8675,Mestrado,3,Divorciado(a),Engenharia
36,1987-10-30,Espírito Santo,11069,Pós-Graduação,3,Casado(a),Administração
23,2001-01-21,Sergipe,22572,Doutorado,0,Viúvo(a),Marketing
44,1979-10-08,Paraná,9223,Ensino Superior,4,Divorciado(a),Administração
45,1979-01-09,Santa Catarina,4319,Ensino Médio,0,Divorciado(a),Administração
20,2004-03-28,Rio Grande do Sul,20518,Doutorado,1,Solteiro(a),Tecnologia
35,1989-07-02,Rio Grande do Sul,6741,Doutorado,2,Viúvo(a),Administração
55,1968-11-12,Espírito Santo,13864,Ensino Fundamental,3,Casado(a),Educação
51,1973-02-18,Mato Grosso do Sul,29279,Ensino Superior,4,Solteiro(a),Marketing
37,1987-06-21,Paraíba,29394,Pós-Graduação,1,Solteiro(a),Educação
29,1995-07-05,Amazonas,27112,Pós-Graduação,1,Casado(a),Tecnologia
52,1972-05-14,Alagoas,13868,Mestrado,4,Divorciado(a),Administração
40,1984-07-02,Amapá,14008,Ensino Médio,2,Solteiro(a),Engenharia
48,1976-07-31,Piauí,29795,Doutorado,4,Solteiro(a),Educação
43,1981-02-23,Amazonas,9564,Mestrado,0,Viúvo(a),Educação
31,1993-07-30,Rio Grande do Norte,4349,Ensino Superior,4,Casado(a),Engenharia
24,1999-09-08,Ceará,1509,Ensino Médio,2,Divorciado(a),Tecnologia
46,1977-11-21,Mato Grosso do Sul,14473,Doutorado,1,Casado(a),Tecnologia
22,2001-10-12,Ceará,7648,Mestrado,4,Divorciado(a),Educação
50,1974-01-08,Goiás,18627,Mestrado,1,Solteiro(a),Marketing
43,1980-12-26,Roraima,16236,Ensino Superior,0,Solteiro(a),Administração
29,1994-11-21,Minas Gerais,11949,Doutorado,0,Solteiro(a),Saúde
55,1969-06-14,Minas Gerais,9697,Mestrado,0,Divorciado(a),Marketing
51,1972-12-20,Santa Catarina,27846,Mestrado,3,Divorciado(a),Saúde
59,1965-07-27,Pernambuco,26452,Mestrado,4,Divorciado(a),Administração
22,2002-04-04,Amazonas,29749,Mestrado,3,Solteiro(a),Saúde
54,1970-01-18,Paraíba,4818,Ensino Superior,3,Viúvo(a),Saúde
29,1994-09-14,São Paulo,4400,Doutorado,0,Divorciado(a),Educação
50,1973-08-29,Espírito Santo,24626,Ensino Fundamental,1,Casado(a),Educação
43,1980-12-12,Espírito Santo,22023,Ensino Superior,4,Solteiro(a),Tecnologia
25,1999-01-27,Alagoas,7690,Mestrado,0,Viúvo(a),Tecnologia
51,1973-02-18,Roraima,16692,Ensino Médio,1,Viúvo(a),Marketing
32,1991-09-04,Santa Catarina,22246,Doutorado,2,Divorciado(a),Saúde
25,1998-09-14,Ceará,22994,Doutorado,1,Solteiro(a),Engenharia
42,1982-02-19,Ceará,18397,Doutorado,0,Divorciado(a),Tecnologia
22,2001-12-31,Tocantins,7193,Pós-Graduação,4,Casado(a),Engenharia
46,1978-02-10,Santa Catarina,21122,Ensino Superior,3,Casado(a),Marketing
31,1992-10-17,Santa Catarina,17714,Pós-Graduação,4,Solteiro(a),Tecnologia
27,1997-01-12,Amapá,18901,Ensino Superior,2,Casado(a),Engenharia
52,1972-03-27,Ceará,9485,Doutorado,2,Divorciado(a),Educação
58,1965-09-24,Piauí,14754,Pós-Graduação,4,Casado(a),Tecnologia
35,1989-06-01,Rio de Janeiro,8732,Pós-Graduação,1,Solteiro(a),Marketing
49,1974-09-21,Sergipe,29106,Mestrado,4,Solteiro(a),Administração
40,1984-01-26,Pará,10043,Mestrado,4,Casado(a),Educação
30,1993-10-28,Rio Grande do Norte,16759,Mestrado,3,Casado(a),Educação
25,1999-03-16,Espírito Santo,6513,Ensino Fundamental,3,Viúvo(a),Marketing
54,1970-03-20,Sergipe,27329,Ensino Médio,0,Divorciado(a),Saúde
25,1998-10-30,Paraná,16465,Ensino Médio,1,Solteiro(a),Educação
56,1968-05-20,Mato Grosso do Sul,11821,Ensino Superior,3,Viúvo(a),Educação
53,1971-01-14,Maranhão,2032,Ensino Fundamental,1,Viúvo(a),Tecnologia
29,1995-07-17,Paraíba,12096,Ensino Fundamental,4,Viúvo(a),Administração
40,1984-04-15,Rio Grande do Norte,23988,Ensino Médio,3,Casado(a),Marketing
22,2001-09-18,Mato Grosso do Sul,7436,Ensino Fundamental,2,Viúvo(a),Tecnologia
35,1988-09-17,Maranhão,6267,Mestrado,3,Solteiro(a),Saúde
37,1986-09-15,Minas Gerais,9536,Ensino Superior,0,Divorciado(a),Tecnologia
28,1996-03-12,Santa Catarina,28706,Pós-Graduação,0,Solteiro(a),Administração
47,1976-12-21,Roraima,6607,Ensino Médio,2,Casado(a),Educação
25,1998-09-12,Santa Catarina,17165,Ensino Superior,1,Viúvo(a),Tecnologia
42,1981-11-21,Goiás,19106,Doutorado,2,Viúvo(a),Engenharia
42,1982-01-04,Goiás,21546,Ensino Médio,3,Divorciado(a),Saúde
38,1985-10-01,Ceará,22945,Ensino Médio,4,Solteiro(a),Educação
24,2000-05-01,Tocantins,25944,Mestrado,1,Casado(a),Saúde
23,2001-02-10,Acre,2012,Doutorado,3,Divorciado(a),Educação
37,1987-07-05,Pará,4211,Ensino Fundamental,3,Solteiro(a),Marketing
35,1988-10-02,Roraima,9357,Doutorado,0,Viúvo(a),Administração
25,1999-03-11,Paraíba,12898,Ensino Médio,1,Divorciado(a),Tecnologia
29,1995-03-29,Pará,21925,Ensino Médio,0,Solteiro(a),Saúde
38,1985-12-26,Rio Grande do Norte,12145,Ensino Superior,4,Casado(a),Engenharia
44,1980-05-14,Rio Grande do Sul,29255,Doutorado,1,Casado(a),Marketing
34,1990-04-30,Piauí,16504,Ensino Superior,0,Viúvo(a),Tecnologia
59,1964-11-29,São Paulo,7763,Mestrado,3,Casado(a),Administração
26,1998-06-15,Mato Grosso,25979,Ensino Superior,0,Viúvo(a),Saúde
58,1965-11-17,Sergipe,29951,Ensino Superior,2,Viúvo(a),Educação
38,1985-10-15,Acre,13317,Ensino Médio,0,Viúvo(a),Educação
18,2006-07-26,Distrito Federal,17185,Pós-Graduação,1,Casado(a),Tecnologia
31,1993-01-14,Rio Grande do Norte,22563,Mestrado,4,Divorciado(a),Tecnologia
30,1993-11-12,Bahia,13194,Doutorado,1,Viúvo(a),Marketing
58,1966-03-18,Pará,29530,Mestrado,1,Casado(a),Marketing
22,2002-01-13,Alagoas,8089,Ensino Fundamental,4,Solteiro(a),Tecnologia
40,1984-01-14,Amapá,17626,Mestrado,3,Solteiro(a),Marketing
56,1968-03-02,Tocantins,18287,Mestrado,0,Divorciado(a),Tecnologia
54,1969-09-17,Tocantins,7097,Mestrado,0,Viúvo(a),Tecnologia
45,1979-05-15,Sergipe,23524,Ensino Superior,2,Casado(a),Marketing
59,1964-11-21,Roraima,27123,Doutorado,3,Solteiro(a),Educação
34,1990-08-19,Santa Catarina,12849,Pós-Graduação,2,Casado(a),Administração
37,1986-12-04,Rio Grande do Norte,14160,Pós-Graduação,1,Divorciado(a),Educação
52,1972-06-10,Pernambuco,7913,Ensino Médio,0,Viúvo(a),Engenharia
45,1978-10-25,Bahia,26015,Ensino Superior,1,Casado(a),Tecnologia
47,1976-12-24,Minas Gerais,12363,Mestrado,0,Casado(a),Marketing
45,1979-01-26,Maranhão,11011,Ensino Superior,1,Solteiro(a),Administração
55,1969-08-09,Bahia,18559,Ensino Superior,0,Divorciado(a),Saúde
43,1981-01-27,Pará,11643,Mestrado,2,Viúvo(a),Tecnologia
54,1969-10-12,Maranhão,19457,Doutorado,1,Divorciado(a),Engenharia
